timestamp_ns,velocidad_ms,velocidad_kmh,aceleracion_long_m_s2,freno_presion,freno_activo,soc_bateria,temperatura_c
253400000000,9.6627,34.79,-0.0,0.0,False,,22.0
253600000000,1.4885,5.36,0.0,0.0,False,,22.0
253800000000,3.4221,12.32,0.0,0.0,False,,22.0
254100000000,7.0292,25.31,0.0,0.0,False,,22.0
254200000000,17.8901,64.4,0.0,0.0,False,,22.0
254300000000,38.3664,138.12,0.0,0.0,False,,22.0
255200000000,0.2682,0.97,0.0,0.0,True,,22.0
265300000000,3.0234,10.88,-0.0,0.0,True,,22.0
267200000000,0.1098,0.4,0.0,0.1098,True,,22.0
270500000000,17.5393,63.14,0.0,0.0,True,,22.0
275200000000,0.1306,0.47,-0.0,0.0,True,,22.0
276400000000,8.9501,32.22,-0.0002,0.0,True,,22.0
278200000000,8.2029,29.53,0.0,0.008,True,,22.0
279700000000,0.5367,1.93,-0.0,0.0,True,,22.0
280100000000,0.1795,0.65,0.0,0.0,False,,22.0
280200000000,0.4134,1.49,0.0,0.0,False,,22.0
280300000000,0.4177,1.5,0.0,0.0,False,,22.0
280500000000,0.915,3.29,0.0,0.0,False,,22.0
280600000000,1.9973,7.19,0.0,0.0,False,,22.0
280800000000,4.8253,17.37,0.0,0.0,False,,22.0
280900000000,11.0723,39.86,0.0,0.0,False,,22.0
281000000000,26.6015,95.77,0.0,0.0,False,,22.0
282100000000,45.7125,164.57,0.0,0.0,True,,22.0
283000000000,17.9143,64.49,0.0,0.0,True,,22.0
283200000000,3.6496,13.14,-0.0,0.0,True,,22.0
284500000000,6.6176,23.82,-0.0,0.0,False,,22.0
292600000000,10.3146,37.13,0.0,0.0,True,,22.0
294000000000,0.2277,0.82,0.0,0.0,False,,22.0
296900000000,1.8594,6.69,-0.5117,0.0,False,,22.0
297600000000,1.1353,4.09,0.0,0.0,True,,22.0
297700000000,1.7969,6.47,-0.0,0.0,False,,22.0
298000000000,1.7656,6.36,-0.0,0.0,False,,22.0
298500000000,1.75,6.3,-0.0,0.0,False,,22.0
302300000000,3.3934,12.22,-0.0,0.0,True,,22.0
309700000000,0.1181,0.43,0.0,0.0,False,,22.0
309800000000,0.2754,0.99,0.0,0.0,False,,22.0
309900000000,0.6789,2.44,0.0,0.0,False,,22.0
310000000000,0.6862,2.47,0.0,0.0,False,,22.0
310200000000,1.3787,4.96,0.0,0.0,False,,22.0
310300000000,3.3361,12.01,0.0,0.0,False,,22.0
310700000000,7.7679,27.96,0.0,0.0,False,,22.0
310800000000,15.8622,57.1,0.0,0.0,False,,22.0
311000000000,38.4089,138.27,0.0,0.0,False,,22.0
314000000000,0.7985,2.87,-0.0276,0.7985,True,,22.0
317000000000,41.2578,148.53,-0.0,0.0,True,,22.0
318100000000,1.1509,4.14,0.0,0.0,True,,22.0
325300000000,0.1272,0.46,0.0,0.0079,True,,22.0
329000000000,0.9139,3.29,-0.0,0.0,True,,22.0
334300000000,24.4852,88.15,-0.0,0.0001,True,,22.0
335700000000,13.5226,48.68,-0.0,0.0,True,,22.0
340200000000,0.2033,0.73,-7.3789,0.0,True,,22.0
342400000000,0.4926,1.77,0.0,0.0,True,,22.0
345100000000,0.1867,0.67,0.0,0.0,False,,22.0
345200000000,0.4232,1.52,0.0,0.0,False,,22.0
345500000000,0.963,3.47,0.0,0.0,False,,22.0
345800000000,0.9695,3.49,0.0,0.0,False,,22.0
346000000000,2.2463,8.09,0.0,0.0,False,,22.0
346200000000,4.6295,16.67,0.0,0.0,False,,22.0
346400000000,11.9875,43.16,0.0,0.0,False,,22.0
346600000000,24.6938,88.9,0.0,0.0,False,,22.0
356000000000,0.5199,1.87,-0.0094,0.5199,True,,22.0
356300000000,0.1131,0.41,0.0,0.0,True,,22.0
361000000000,0.2026,0.73,0.0,0.0001,True,,22.0
361200000000,31.1321,112.08,-0.0,0.0,True,,22.0
361500000000,0.1138,0.41,-0.0,0.0,False,,22.0
363800000000,23.6675,85.2,0.0,0.0,True,,22.0
366300000000,44.1335,158.88,-0.0,0.0,True,,22.0
371000000000,42.1941,151.9,0.0,0.0,True,,22.0
372900000000,7.417,26.7,0.0,0.0,True,,22.0
374400000000,0.1183,0.43,0.0,0.0,False,,22.0
374500000000,0.2786,1.0,0.0,0.0,False,,22.0
374600000000,0.6887,2.48,0.0,0.0,False,,22.0
374700000000,1.4686,5.29,0.0,0.0,False,,22.0
374800000000,1.4874,5.35,0.0,0.0,False,,22.0
375000000000,3.3121,11.92,0.0,0.0,False,,22.0
375200000000,7.265,26.15,0.0,0.0,False,,22.0
375300000000,16.5867,59.71,0.0,0.0,False,,22.0
375400000000,39.2184,141.19,0.0,0.0,False,,22.0
376300000000,0.2994,1.08,0.0,0.0,False,,22.0
379100000000,43.7371,157.45,-0.0017,0.0,True,,22.0
379500000000,1.3987,5.04,0.0,0.0,True,,22.0
380700000000,12.2813,44.21,-0.0,0.0,False,,22.0
386400000000,0.3532,1.27,0.0067,0.0,False,,22.0
396000000000,0.2642,0.95,0.0001,0.0,True,,22.0
398000000000,0.1914,0.69,0.0,0.0,False,,22.0
398100000000,0.4363,1.57,0.0,0.0,False,,22.0
398400000000,0.9126,3.29,0.0,0.0,False,,22.0
398500000000,2.0925,7.53,0.0,0.0,False,,22.0
398600000000,2.1252,7.65,0.0,0.0,False,,22.0
398800000000,5.0016,18.01,0.0,0.0,False,,22.0
399000000000,11.45,41.22,0.0,0.0,False,,22.0
399100000000,26.0726,93.86,0.0,0.0,False,,22.0
401000000000,0.4465,1.61,0.0,0.4465,True,,22.0
404400000000,6.4354,23.17,0.0009,0.0,False,,22.0
405400000000,0.7045,2.54,-0.0002,0.0,True,,22.0
416600000000,1.8828,6.78,-0.5117,0.0,False,,22.0
416700000000,8.1414,29.31,0.0,0.0,False,,22.0
417300000000,1.8281,6.58,-0.0001,0.0,False,,22.0
418100000000,1.8125,6.52,-0.0,0.0,False,,22.0
418400000000,1.789,6.44,-0.0,0.0,False,,22.0
418500000000,48.5166,174.66,0.0,0.0,True,,22.0
418900000000,1.6406,5.91,-0.0,0.0,False,,22.0
419300000000,1.5781,5.68,-0.0,0.0,False,,22.0
425200000000,1.789,6.44,-0.0001,0.0,False,,22.0
427300000000,0.1744,0.63,-0.0,0.0,False,,22.0
431500000000,3.3093,11.91,0.0,0.0,False,,22.0
433300000000,1.7812,6.41,-0.0,0.0,False,,22.0
436200000000,0.1209,0.44,0.0,0.0,False,,22.0
436400000000,0.278,1.0,0.0,0.0,False,,22.0
436500000000,0.6689,2.41,0.0,0.0,False,,22.0
436700000000,1.4337,5.16,0.0,0.0,False,,22.0
437000000000,3.2912,11.85,0.0,0.0,False,,22.0
437300000000,3.3269,11.98,0.0,0.0,False,,22.0
437500000000,7.2478,26.09,0.0,0.0,False,,22.0
437900000000,15.8473,57.05,0.0,0.0,False,,22.0
438000000000,38.6102,139.0,0.0,0.0,False,,22.0
446000000000,1.7969,6.47,-0.0005,0.0,False,,22.0
