timestamp_ns,velocidad_ms,velocidad_kmh,aceleracion_long_m_s2,freno_presion,freno_activo,soc_bateria,temperatura_c
50700000000,1.3904,5.01,0.0,0.0,False,85.0095,22.0568
50900000000,3.1928,11.49,0.0,0.0,False,85.0095,22.0567
51000000000,7.1768,25.84,0.0,0.0,False,85.0095,22.0567
51200000000,16.1652,58.19,0.0,0.0,False,85.0093,22.0567
51300000000,38.2467,137.69,0.0,0.0,False,85.0082,22.0575
51800000000,8.1409,29.31,0.0,0.0005,True,85.0082,22.0572
52900000000,0.25,0.9,0.0,0.0,False,85.0082,22.0566
53000000000,0.2,0.72,0.0,0.0,True,85.0082,22.0565
53100000000,2.0,7.2,0.0,0.0,True,85.0082,22.0565
53200000000,0.25,0.9,-2.0,0.0,True,85.0082,22.0565
53300000000,2.0,7.2,1.0,0.0,False,85.008,22.0566
53400000000,1.0,3.6,0.0,0.0,True,85.008,22.0566
53500000000,2.0,7.2,1.5,0.0,True,85.0078,22.0567
53600000000,0.1,0.36,0.05,1.0,True,85.0078,22.0567
58200000000,1.2538,4.51,-0.0,0.0,True,85.0078,22.054
58800000000,7.9259,28.53,0.0,0.0,True,85.0077,22.0538
59400000000,8.0466,28.97,0.0,0.0,True,85.0077,22.0535
59600000000,0.5029,1.81,0.0,0.0,True,85.0077,22.0534
60000000000,0.5126,1.85,0.0,0.5126,True,85.0077,22.0532
60400000000,0.5127,1.85,0.0,0.5127,True,85.0077,22.053
60800000000,8.2043,29.54,0.0,0.0,False,85.0076,22.0528
62100000000,48.7583,175.53,-0.0,0.0,False,84.9784,22.0748
74400000000,0.4934,1.78,0.0,0.0,True,84.9784,22.0656
78200000000,0.173,0.62,0.0,0.0,False,84.9784,22.0631
78500000000,0.3979,1.43,0.0,0.0,False,84.9784,22.0629
78600000000,0.8944,3.22,0.0,0.0,False,84.9784,22.0629
78800000000,2.0097,7.23,0.0,0.0,False,84.9784,22.0628
79000000000,4.8595,17.49,0.0,0.0,False,84.9784,22.0626
79100000000,11.2708,40.57,0.0,0.0,False,84.9783,22.0626
79200000000,26.9036,96.85,0.0,0.0,False,84.978,22.0628
83500000000,0.9192,3.31,0.0,0.0,True,84.978,22.0601
84900000000,0.9933,3.58,0.0,0.0,True,84.978,22.0593
89900000000,0.1229,0.44,0.0,0.0,True,84.978,22.0563
92700000000,0.2308,0.83,0.0,0.0,True,84.978,22.0547
98900000000,0.2042,0.73,0.0,0.0,True,84.978,22.0514
100600000000,6.6331,23.88,-0.6709,0.0,True,84.9818,22.0682
105800000000,1.8828,6.78,-0.1279,0.0,False,84.9824,22.0676
110200000000,0.8864,3.19,-0.0,0.8864,True,84.9824,22.0647
110400000000,1.1088,3.99,-0.0,0.0,True,84.9824,22.0645
111400000000,1.8203,6.55,-0.0005,0.0,False,84.9824,22.0639
112100000000,8.0464,28.97,0.0,0.0,False,84.9823,22.0635
114100000000,1.6661,6.0,-0.1667,0.0,False,84.9826,22.0635
116100000000,0.1161,0.42,0.0,0.0,False,84.9826,22.0623
116200000000,0.2614,0.94,0.0,0.0,False,84.9826,22.0622
116300000000,0.6252,2.25,0.0,0.0,False,84.9826,22.0621
116400000000,1.4232,5.12,0.0,0.0,False,84.9826,22.0621
116600000000,3.3737,12.15,0.0,0.0,False,84.9826,22.062
116800000000,7.1074,25.59,0.0,0.0,False,84.9826,22.0618
116900000000,15.7743,56.79,0.0,0.0,False,84.9825,22.0618
117200000000,38.3492,138.06,0.0,0.0,False,84.9792,22.0642
119000000000,0.117,0.42,0.0,0.117,True,84.9792,22.0631
120200000000,29.1732,105.02,-0.0,0.0,True,84.9735,22.0668
124900000000,7.7169,27.78,-0.0,0.0,False,84.973,22.064
125300000000,0.5165,1.86,0.0,0.5165,True,84.973,22.0637
126000000000,8.2661,29.76,0.0,0.0,True,84.973,22.0633
126500000000,0.5166,1.86,0.0,0.5166,True,84.973,22.063
127000000000,8.2659,29.76,0.0,0.0,True,84.9729,22.0628
137100000000,0.2366,0.85,0.0,0.0,True,84.9729,22.0564
137400000000,7.7697,27.97,0.0,0.0,True,84.9729,22.0563
137800000000,0.3667,1.32,0.0,0.0,True,84.9729,22.056
143300000000,0.9455,3.4,0.0,0.9455,True,84.9729,22.053
143600000000,1.9346,6.96,0.0,0.0,True,84.9729,22.0528
144500000000,2.082,7.5,0.0,0.0,True,84.9729,22.0523
145900000000,33.3145,119.93,0.0,0.0,True,84.9628,22.0594
148200000000,0.1796,0.65,0.0,0.0,False,84.9628,22.058
148300000000,0.4014,1.44,0.0,0.0,False,84.9628,22.058
148600000000,0.9133,3.29,0.0,0.0,False,84.9628,22.0578
148900000000,2.0817,7.49,0.0,0.0,False,84.9628,22.0576
149100000000,5.0277,18.1,0.0,0.0,False,84.9628,22.0575
149200000000,11.7013,42.12,0.0,0.0,False,84.9628,22.0575
149300000000,26.3758,94.95,0.0,0.0,False,84.9624,22.0577
152400000000,0.1708,0.61,-0.0,0.0,True,84.9624,22.0559
153500000000,8.0015,28.81,0.0,0.0,False,84.9623,22.0554
153900000000,8.0034,28.81,0.0,0.0,False,84.9623,22.0552
154200000000,8.0037,28.81,0.0,0.0,False,84.9623,22.0551
154800000000,8.0039,28.81,0.0,0.0,False,84.9622,22.0548
155100000000,8.0042,28.82,0.0,0.0,False,84.9622,22.0546
155500000000,8.0044,28.82,0.0,0.0,True,84.9621,22.0544
155600000000,8.0047,28.82,0.0,0.0,False,84.9621,22.0544
156000000000,8.0049,28.82,0.0,0.0,False,84.9621,22.0542
156300000000,2.6758,9.63,0.0,0.0,False,84.9621,22.054
157800000000,8.0052,28.82,0.0,0.0,False,84.9619,22.0534
158000000000,8.0051,28.82,0.0,0.0,False,84.9619,22.0533
158600000000,8.0054,28.82,0.0,0.0,False,84.9619,22.053
159500000000,8.0056,28.82,0.0,0.0,False,84.9618,22.0526
159700000000,8.0057,28.82,0.0,0.0,False,84.9617,22.0525
164300000000,8.0059,28.82,0.0,0.0,False,84.9613,22.0504
167200000000,0.1301,0.47,0.0,0.1301,True,84.9613,22.049
169800000000,8.0035,28.81,0.0,0.0,False,84.961,22.0479
169900000000,8.0032,28.81,0.0,0.0,False,84.961,22.0479
170200000000,8.0027,28.81,0.0,0.0,False,84.961,22.0477
170400000000,8.0022,28.81,0.0,0.0,False,84.961,22.0477
170600000000,8.0012,28.8,0.0,0.0,False,84.961,22.0476
170800000000,8.0005,28.8,0.0,0.0,True,84.9609,22.0475
175600000000,0.2159,0.78,-0.0,0.2159,True,84.9609,22.0452
176200000000,0.1206,0.43,0.0,0.0,False,84.9609,22.0449
176300000000,0.1217,0.44,0.0,0.0,False,84.9609,22.0449
176500000000,0.2773,1.0,0.0,0.0,False,84.9609,22.0448
176600000000,0.6443,2.32,0.0,0.0,False,84.9609,22.0448
176700000000,1.4959,5.39,0.0,0.0,False,84.9609,22.0447
176900000000,3.092,11.13,0.0,0.0,False,84.9609,22.0446
177000000000,7.5905,27.33,0.0,0.0,False,84.9609,22.0446
177100000000,15.9546,57.44,0.0,0.0,False,84.9608,22.0446
177200000000,38.0787,137.08,0.0,0.0,False,84.9598,22.0454
177600000000,0.119,0.43,0.0,0.0,True,84.9598,22.0452
180400000000,14.9312,53.75,-0.0,0.0,True,84.958,22.0454
186600000000,27.5868,99.31,0.0,0.0,True,84.9327,22.0622
188300000000,7.5822,27.3,0.0,0.0,True,84.9326,22.0612
189100000000,0.2493,0.9,0.0,0.0,False,84.9326,22.0608
191000000000,0.3292,1.19,0.0,0.0,True,84.9326,22.0596
198000000000,1.6172,5.82,-0.0,0.0,False,84.9325,22.0554
198600000000,4.0098,14.44,0.0,0.0,True,84.9325,22.0551
201800000000,0.1541,0.55,-0.0,0.1541,True,84.9325,22.0533
203500000000,19.1714,69.02,-0.0,0.0,True,84.9302,22.0542
208900000000,1.6875,6.07,-0.0,0.0,False,84.9302,22.0513
211000000000,0.1832,0.66,0.0,0.0,False,84.9302,22.0502
211100000000,0.1857,0.67,0.0,0.0,False,84.9302,22.0502
211300000000,0.4172,1.5,0.0,0.0,False,84.9302,22.0501
211700000000,2.0687,7.45,0.0,0.0,False,84.9302,22.0499
212100000000,4.9847,17.94,0.0,0.0,False,84.9302,22.0497
212200000000,11.7252,42.21,0.0,0.0,False,84.9302,22.0497
212500000000,26.7871,96.43,0.0,0.0,False,84.9291,22.0504
213300000000,1.7734,6.38,-0.0,0.0,False,84.9291,22.05
213500000000,0.9515,3.43,0.0,0.0,True,84.9291,22.0499
215700000000,20.8006,74.88,0.0,0.0,True,84.9252,22.0518
239000000000,0.9267,3.34,0.0,0.0,True,84.9252,22.0397
243500000000,5.1742,18.63,-0.0,0.0,False,84.9251,22.038
244500000000,0.4047,1.46,-0.0,0.0,True,84.9251,22.0376
245100000000,3.6761,13.23,-0.0,0.0,True,84.9251,22.0374
249600000000,22.6518,81.55,-1.6909,0.0001,True,85.0073,22.4183
253000000000,0.2745,0.99,0.0,0.0,False,85.0073,22.4041
253100000000,0.2796,1.01,0.0,0.0,False,85.0073,22.4037
253300000000,0.6465,2.33,0.0,0.0,False,85.0073,22.4029
253400000000,9.6627,34.79,-0.0,0.0,False,85.0073,22.4025
253600000000,1.4885,5.36,0.0,0.0,False,85.0073,22.4017
253800000000,3.4221,12.32,0.0,0.0,False,85.0073,22.4009
254100000000,7.0292,25.31,0.0,0.0,False,85.0073,22.3997
254200000000,17.8901,64.4,0.0,0.0,False,85.0072,22.3994
254300000000,38.3664,138.12,0.0,0.0,False,85.0061,22.3999
255200000000,0.2682,0.97,0.0,0.0,True,85.0061,22.3963
265300000000,3.0234,10.88,-0.0,0.0,True,85.006,22.3563
267200000000,0.1098,0.4,0.0,0.1098,True,85.006,22.3495
270500000000,17.5393,63.14,0.0,0.0,True,85.0026,22.3407
275200000000,0.1306,0.47,-0.0,0.0,True,85.0026,22.3246
276400000000,8.9501,32.22,-0.0002,0.0,True,85.0024,22.3209
278200000000,8.2029,29.53,0.0,0.008,True,85.0022,22.3153
279700000000,0.5367,1.93,-0.0,0.0,True,85.0022,22.3105
280100000000,0.1795,0.65,0.0,0.0,False,85.0022,22.3093
280200000000,0.4134,1.49,0.0,0.0,False,85.0022,22.309
280300000000,0.4177,1.5,0.0,0.0,False,85.0022,22.3087
280500000000,0.915,3.29,0.0,0.0,False,85.0022,22.308
280600000000,1.9973,7.19,0.0,0.0,False,85.0022,22.3077
280800000000,4.8253,17.37,0.0,0.0,False,85.0022,22.3071
280900000000,11.0723,39.86,0.0,0.0,False,85.0022,22.3068
281000000000,26.6015,95.77,0.0,0.0,False,85.0018,22.3068
282100000000,45.7125,164.57,0.0,0.0,True,84.9814,22.3193
283000000000,17.9143,64.49,0.0,0.0,True,84.9804,22.3172
283200000000,3.6496,13.14,-0.0,0.0,True,84.9804,22.3166
284500000000,6.6176,23.82,-0.0,0.0,False,84.9803,22.3125
292600000000,10.3146,37.13,0.0,0.0,True,84.9786,22.2885
294000000000,0.2277,0.82,0.0,0.0,False,84.9786,22.2845
296900000000,1.8594,6.69,-0.5117,0.0,False,84.98,22.2828
297600000000,1.1353,4.09,0.0,0.0,True,84.98,22.2808
297700000000,1.7969,6.47,-0.0,0.0,False,84.98,22.2806
298000000000,1.7656,6.36,-0.0,0.0,False,84.98,22.2797
298500000000,1.75,6.3,-0.0,0.0,False,84.98,22.2783
302300000000,3.3934,12.22,-0.0,0.0,True,84.98,22.2678
309700000000,0.1181,0.43,0.0,0.0,False,84.98,22.2479
309800000000,0.2754,0.99,0.0,0.0,False,84.98,22.2477
309900000000,0.6789,2.44,0.0,0.0,False,84.98,22.2474
310000000000,0.6862,2.47,0.0,0.0,False,84.98,22.2472
310200000000,1.3787,4.96,0.0,0.0,False,84.98,22.2467
310300000000,3.3361,12.01,0.0,0.0,False,84.98,22.2465
310700000000,7.7679,27.96,0.0,0.0,False,84.9799,22.2455
310800000000,15.8622,57.1,0.0,0.0,False,84.9799,22.2453
311000000000,38.4089,138.27,0.0,0.0,False,84.9777,22.2465
314000000000,0.7985,2.87,-0.0276,0.7985,True,84.9777,22.2393
317000000000,41.2578,148.53,-0.0,0.0,True,84.9368,22.2639
318100000000,1.1509,4.14,0.0,0.0,True,84.9368,22.261
325300000000,0.1272,0.46,0.0,0.0079,True,84.9368,22.2422
329000000000,0.9139,3.29,-0.0,0.0,True,84.9368,22.2333
334300000000,24.4852,88.15,-0.0,0.0001,True,84.9217,22.2326
335700000000,13.5226,48.68,-0.0,0.0,True,84.921,22.2299
340200000000,0.2033,0.73,-7.3789,0.0,True,84.9245,22.2356
342400000000,0.4926,1.77,0.0,0.0,True,84.9245,22.2304
345100000000,0.1867,0.67,0.0,0.0,False,84.9245,22.2242
345200000000,0.4232,1.52,0.0,0.0,False,84.9245,22.224
345500000000,0.963,3.47,0.0,0.0,False,84.9245,22.2233
345800000000,0.9695,3.49,0.0,0.0,False,84.9245,22.2227
346000000000,2.2463,8.09,0.0,0.0,False,84.9245,22.2222
346200000000,4.6295,16.67,0.0,0.0,False,84.9245,22.2218
346400000000,11.9875,43.16,0.0,0.0,False,84.9244,22.2214
346600000000,24.6938,88.9,0.0,0.0,False,84.9238,22.2214
356000000000,0.5199,1.87,-0.0094,0.5199,True,84.9239,22.2007
356300000000,0.1131,0.41,0.0,0.0,True,84.9239,22.2001
361000000000,0.2026,0.73,0.0,0.0001,True,84.9239,22.1907
361200000000,31.1321,112.08,-0.0,0.0,True,84.9227,22.1912
361500000000,0.1138,0.41,-0.0,0.0,False,84.9227,22.1906
363800000000,23.6675,85.2,0.0,0.0,True,84.9168,22.1909
366300000000,44.1335,158.88,-0.0,0.0,True,84.8751,22.2185
371000000000,42.1941,151.9,0.0,0.0,True,84.8065,22.2615
372900000000,7.417,26.7,0.0,0.0,True,84.8064,22.2567
374400000000,0.1183,0.43,0.0,0.0,False,84.8064,22.2528
374500000000,0.2786,1.0,0.0,0.0,False,84.8064,22.2526
374600000000,0.6887,2.48,0.0,0.0,False,84.8064,22.2523
374700000000,1.4686,5.29,0.0,0.0,False,84.8064,22.2521
374800000000,1.4874,5.35,0.0,0.0,False,84.8064,22.2518
375000000000,3.3121,11.92,0.0,0.0,False,84.8064,22.2513
375200000000,7.265,26.15,0.0,0.0,False,84.8064,22.2508
375300000000,16.5867,59.71,0.0,0.0,False,84.8063,22.2506
375400000000,39.2184,141.19,0.0,0.0,False,84.8051,22.2513
376300000000,0.2994,1.08,0.0,0.0,False,84.8051,22.249
379100000000,43.7371,157.45,-0.0017,0.0,True,84.7598,22.2773
379500000000,1.3987,5.04,0.0,0.0,True,84.7598,22.2762
380700000000,12.2813,44.21,-0.0,0.0,False,84.7594,22.2732
386400000000,0.3532,1.27,0.0067,0.0,False,84.7594,22.2576
396000000000,0.2642,0.95,0.0001,0.0,True,84.7594,22.2329
398000000000,0.1914,0.69,0.0,0.0,False,84.7594,22.2282
398100000000,0.4363,1.57,0.0,0.0,False,84.7594,22.228
398400000000,0.9126,3.29,0.0,0.0,False,84.7594,22.2273
398500000000,2.0925,7.53,0.0,0.0,False,84.7594,22.2271
398600000000,2.1252,7.65,0.0,0.0,False,84.7594,22.2269
398800000000,5.0016,18.01,0.0,0.0,False,84.7594,22.2264
399000000000,11.45,41.22,0.0,0.0,False,84.7593,22.226
399100000000,26.0726,93.86,0.0,0.0,False,84.759,22.2261
401000000000,0.4465,1.61,0.0,0.4465,True,84.759,22.2218
404400000000,6.4354,23.17,0.0009,0.0,False,84.7588,22.2144
405400000000,0.7045,2.54,-0.0002,0.0,True,84.7588,22.2122
416600000000,1.8828,6.78,-0.5117,0.0,False,84.7643,22.2141
416700000000,8.1414,29.31,0.0,0.0,False,84.7643,22.2139
417300000000,1.8281,6.58,-0.0001,0.0,False,84.7643,22.2126
418100000000,1.8125,6.52,-0.0,0.0,False,84.7643,22.2109
418400000000,1.789,6.44,-0.0,0.0,False,84.7643,22.2103
418500000000,48.5166,174.66,0.0,0.0,True,84.7621,22.2118
418900000000,1.6406,5.91,-0.0,0.0,False,84.7621,22.2109
419300000000,1.5781,5.68,-0.0,0.0,False,84.7621,22.2101
425200000000,1.789,6.44,-0.0001,0.0,False,84.7621,22.1977
427300000000,0.1744,0.63,-0.0,0.0,False,84.7621,22.1936
431500000000,3.3093,11.91,0.0,0.0,False,84.762,22.1855
433300000000,1.7812,6.41,-0.0,0.0,False,84.762,22.1821
436200000000,0.1209,0.44,0.0,0.0,False,84.762,22.1768
436400000000,0.278,1.0,0.0,0.0,False,84.762,22.1765
436500000000,0.6689,2.41,0.0,0.0,False,84.762,22.1763
436700000000,1.4337,5.16,0.0,0.0,False,84.762,22.176
437000000000,3.2912,11.85,0.0,0.0,False,84.762,22.1754
437300000000,3.3269,11.98,0.0,0.0,False,84.762,22.1749
437500000000,7.2478,26.09,0.0,0.0,False,84.762,22.1746
437900000000,15.8473,57.05,0.0,0.0,False,84.7617,22.1741
438000000000,38.6102,139.0,0.0,0.0,False,84.7606,22.1748
446000000000,1.7969,6.47,-0.0005,0.0,False,84.7606,22.1608
